id	signs_file	signs_offset	signs_length	signs_type	signs_lang	translation	translation_lang	glosses	topic	signer_id
biBBePKaQMY_3-4-rgb_front	/path_to_features/how2sign/i3d_features/train/biBBePKaQMY_3-4-rgb_front.npy	548	92	i3d	asl	You want to find this fast and you want to try and find a large quantity of it.	en		5	
biBBePKaQMY_4-4-rgb_front	/path_to_features/how2sign/i3d_features/train/biBBePKaQMY_4-4-rgb_front.npy	646	78	i3d	asl	First off water all ways flows down hill.	en		5	
biBBePKaQMY_5-4-rgb_front	/path_to_features/how2sign/i3d_features/train/biBBePKaQMY_5-4-rgb_front.npy	723	105	i3d	asl	So if find a stream or something it'll normally lead to a bigger body of water.	en		5	
biBBePKaQMY_6-4-rgb_front	/path_to_features/how2sign/i3d_features/train/biBBePKaQMY_6-4-rgb_front.npy	827	92	i3d	asl	That you can draw from if you do draw from a stream.	en		5	
biBBePKaQMY_7-4-rgb_front	/path_to_features/how2sign/i3d_features/train/biBBePKaQMY_7-4-rgb_front.npy	920	109	i3d	asl	You want to find swift moving water that's filtered by a lot of rocks.	en		5	
biBBePKaQMY_8-4-rgb_front	/path_to_features/how2sign/i3d_features/train/biBBePKaQMY_8-4-rgb_front.npy	1028	79	i3d	asl	So try and find a rock bet a little rock waterfall.	en		5	
biBBePKaQMY_9-4-rgb_front	/path_to_features/how2sign/i3d_features/train/biBBePKaQMY_9-4-rgb_front.npy	1116	85	i3d	asl	That rocks and stuff they naturally filter the water.	en		5	
bjQrRezhvQU_0-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_0-1-rgb_front.npy	9	79	i3d	asl	There are entire books written on color.	en		5	
bjQrRezhvQU_1-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_1-1-rgb_front.npy	118	65	i3d	asl	There are lots of books out on color.	en		5	
bjQrRezhvQU_10-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_10-1-rgb_front.npy	1543	43	i3d	asl	That purple and yellow are opposite.	en		5	
bjQrRezhvQU_11-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_11-1-rgb_front.npy	1585	48	i3d	asl	That orange and blue are opposite.	en		5	
bjQrRezhvQU_12-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_12-1-rgb_front.npy	1653	134	i3d	asl	And when you start messing around with color you start to realize how this works.	en		5	
bjQrRezhvQU_13-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_13-1-rgb_front.npy	1786	84	i3d	asl	You've got different ways to think about them.	en		5	
bjQrRezhvQU_14-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_14-1-rgb_front.npy	1869	130	i3d	asl	The hue is the first and most obvious dimension which usually identifies the color by name.	en		5	
bjQrRezhvQU_15-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_15-1-rgb_front.npy	2005	41	i3d	asl	You know whether it's red or blue.	en		5	
bjQrRezhvQU_16-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_16-1-rgb_front.npy	2052	115	i3d	asl	The intensity is the second dimension of color, relative to the intensity of it's hue.	en		5	
bjQrRezhvQU_17-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_17-1-rgb_front.npy	2181	149	i3d	asl	The value locates the color's approximate position in relation to black and white.	en		5	
bjQrRezhvQU_18-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_18-1-rgb_front.npy	2369	229	i3d	asl	There is also the idea of thinking in terms of color as being symbolic.	en		5	
bjQrRezhvQU_19-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_19-1-rgb_front.npy	2601	12	i3d	asl	Ok.	en		5	
bjQrRezhvQU_2-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_2-1-rgb_front.npy	190	86	i3d	asl	So I'm just going to make some very brief statements about color.	en		5	
bjQrRezhvQU_20-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_20-1-rgb_front.npy	2612	243	i3d	asl	So in western illumination for example the color blue is considered a very spiritual color.	en		5	
bjQrRezhvQU_21-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_21-1-rgb_front.npy	2869	79	i3d	asl	Gold of course is considered very spiritual.	en		5	
bjQrRezhvQU_22-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_22-1-rgb_front.npy	2959	73	i3d	asl	We think of white as being for purity.	en		5	
bjQrRezhvQU_23-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_23-1-rgb_front.npy	3095	74	i3d	asl	But different people have different ideas about what is symbolic to them.	en		5	
bjQrRezhvQU_24-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_24-1-rgb_front.npy	3168	87	i3d	asl	And as an artist, as a calligrapher you certainly have your choice about that.	en		5	
bjQrRezhvQU_25-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_25-1-rgb_front.npy	3272	329	i3d	asl	So one of the things that I want to say about color, first of all I think I showed you before that I keep my used gouache in these handy little, little containers and the lid pops off.	en		5	
bjQrRezhvQU_26-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_26-1-rgb_front.npy	3611	84	i3d	asl	They are really fun and you can get these at restaurant supply store.	en		5	
bjQrRezhvQU_27-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_27-1-rgb_front.npy	3727	63	i3d	asl	But you don't want to use them if there's been food inside.	en		5	
bjQrRezhvQU_28-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_28-1-rgb_front.npy	3789	52	i3d	asl	So start clean with these.	en		5	
bjQrRezhvQU_3-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_3-1-rgb_front.npy	325	96	i3d	asl	First of all I don't get too much into color theory.	en		5	
bjQrRezhvQU_4-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_4-1-rgb_front.npy	436	136	i3d	asl	I like to mess around with color, the same way some people like to mess around in boats.	en		5	
bjQrRezhvQU_5-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_5-1-rgb_front.npy	606	209	i3d	asl	But you might want to get yourself a thing called a color wheel, which is something that helps you think about colors.	en		5	
bjQrRezhvQU_6-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_6-1-rgb_front.npy	848	119	i3d	asl	Shows you how colors can work.	en		5	
bjQrRezhvQU_7-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_7-1-rgb_front.npy	991	98	i3d	asl	So that it, it's actually kind of like a time saver.	en		5	
bjQrRezhvQU_8-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_8-1-rgb_front.npy	1088	137	i3d	asl	And these aren't too hard to find.	en		5	
bjQrRezhvQU_9-1-rgb_front	/path_to_features/how2sign/i3d_features/train/bjQrRezhvQU_9-1-rgb_front.npy	1248	296	i3d	asl	And up here, just a few terms that you might want to pay attention to you know, if this were our simplified color wheel you'd see that red and green are opposite color.	en		5	
bkF8Lt9cumc_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/bkF8Lt9cumc_0-5-rgb_front.npy	48	296	i3d	asl	Now that Iâve explained what the picture cards and tens are worth and the aces are worth, you have your other cards; you have your twos thru your nines.	en		9	
bkF8Lt9cumc_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/bkF8Lt9cumc_1-5-rgb_front.npy	348	121	i3d	asl	Thereâs four of each and again you have four suits.	en		9	
bkF8Lt9cumc_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/bkF8Lt9cumc_2-5-rgb_front.npy	473	174	i3d	asl	You have your spades, your hearts, your diamonds and your clubs.	en		9	
bkF8Lt9cumc_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/bkF8Lt9cumc_3-5-rgb_front.npy	658	308	i3d	asl	So for example itâs worth exactly what you see, the nine is worth a nine, the six is worth a six and the two is worth a two.	en		9	
blRbyoIFBss_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_0-5-rgb_front.npy	2	132	i3d	asl	Hi, my name is Michael Orkin and I'm a television producer.	en		5	
blRbyoIFBss_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_1-5-rgb_front.npy	133	92	i3d	asl	How do you become a television producer?	en		5	
blRbyoIFBss_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_10-5-rgb_front.npy	2110	76	i3d	asl	That means a lot of hard work.	en		5	
blRbyoIFBss_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_11-5-rgb_front.npy	2185	88	i3d	asl	It means coming up with great ideas.	en		5	
blRbyoIFBss_12-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_12-5-rgb_front.npy	2272	294	i3d	asl	It means studying television, and I mean watching a lot of television, seeing what's happening 'cause television does change over time.	en		5	
blRbyoIFBss_13-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_13-5-rgb_front.npy	2565	85	i3d	asl	Right now everything is reality based.	en		5	
blRbyoIFBss_14-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_14-5-rgb_front.npy	2649	258	i3d	asl	That means coming up with a great idea for getting a crew to go out and shoot things, get them edited, get them put on tv.	en		5	
blRbyoIFBss_15-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_15-5-rgb_front.npy	2934	195	i3d	asl	It's just hard work, but that's what television... being... that's how you get to be a television producer.	en		5	
blRbyoIFBss_16-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_16-5-rgb_front.npy	3130	58	i3d	asl	It's hard work.	en		5	
blRbyoIFBss_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_2-5-rgb_front.npy	224	357	i3d	asl	Well, there's a lot of different ways because becoming a television producer simply means that you are producing pieces of video that end up on television or cable.	en		5	
blRbyoIFBss_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_3-5-rgb_front.npy	580	92	i3d	asl	And how do you do that?	en		5	
blRbyoIFBss_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_4-5-rgb_front.npy	671	320	i3d	asl	I went to college and became a... got a degree in broadcast journalism and then went into small markets and learned how to produce television.	en		5	
blRbyoIFBss_5_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_5_6-5-rgb_front.npy	990	428	i3d	asl	That's one way. Another way is to simply take your home video camera, go out, shoot things, get them edited and get them on tv, your local cable access could put it on the air for you.	en		5	
blRbyoIFBss_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_7-5-rgb_front.npy	1448	164	i3d	asl	And that would make you a low end television producer, but a television producer.	en		5	
blRbyoIFBss_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_8-5-rgb_front.npy	1612	387	i3d	asl	The best way to get into mainstream television production I think is to get a college degree in television, get in... get your foot in the door somewhere, somehow.	en		5	
blRbyoIFBss_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/blRbyoIFBss_9-5-rgb_front.npy	1998	91	i3d	asl	Get a job producing television.	en		5	
bmBNyPxIU5A_0-3-rgb_front	/path_to_features/how2sign/i3d_features/train/bmBNyPxIU5A_0-3-rgb_front.npy	8	129	i3d	asl	There are some exciting things happening in the field of amateur astronomy.	en		5	
bmBNyPxIU5A_1-3-rgb_front	/path_to_features/how2sign/i3d_features/train/bmBNyPxIU5A_1-3-rgb_front.npy	136	143	i3d	asl	Big toys that the big boys use to use are now trickling down and becoming affordable for us guys.	en		5	
bmBNyPxIU5A_2-3-rgb_front	/path_to_features/how2sign/i3d_features/train/bmBNyPxIU5A_2-3-rgb_front.npy	278	228	i3d	asl	Such things as very high quality cameras that have extreme sensitivity, and you can see things that were only dreamed of a few short years ago, say 10 or 15 years ago.	en		5	
bmBNyPxIU5A_3-3-rgb_front	/path_to_features/how2sign/i3d_features/train/bmBNyPxIU5A_3-3-rgb_front.npy	505	299	i3d	asl	In fact you can get cameras now that will show you things like the horse head nebula on a small telescope, where in years past you had to have a large telescope and be on top of a mountain in some dark remote location.	en		5	
bmBNyPxIU5A_4-3-rgb_front	/path_to_features/how2sign/i3d_features/train/bmBNyPxIU5A_4-3-rgb_front.npy	804	396	i3d	asl	So if you have a small to medium sized telescope, and you're interested in amateur astronomy, and rather than spending the money on a larger telescope, you might want to look into buying one of these cameras such as Mallincam and Stellacams, these devices are amazing, they will show you many, many more things than what you think your telescope is capable of showing you now.	en		5	
bnIoz-4U3xw_1-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_1-8-rgb_front.npy	214	16	i3d	asl	Let's go.	en		5	
bnIoz-4U3xw_10-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_10-8-rgb_front.npy	1677	63	i3d	asl	Now it is asking what kind of point of interest do we want?	en		5	
bnIoz-4U3xw_11-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_11-8-rgb_front.npy	1754	205	i3d	asl	Do we want a category a specific category, a restaurant, a shopping center, or company names?	en		5	
bnIoz-4U3xw_12-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_12-8-rgb_front.npy	1967	190	i3d	asl	We would pick a restaurant and just like that we have all the places that are remotely close to us.	en		5	
bnIoz-4U3xw_13-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_13-8-rgb_front.npy	2173	90	i3d	asl	So I want to pick let's see we can scroll down.	en		5	
bnIoz-4U3xw_14-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_14-8-rgb_front.npy	2278	61	i3d	asl	I'm in the mood for subway so I click subway.	en		5	
bnIoz-4U3xw_15-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_15-8-rgb_front.npy	2388	77	i3d	asl	It ask me again if I need to be there in a specific time?	en		5	
bnIoz-4U3xw_16-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_16-8-rgb_front.npy	2480	199	i3d	asl	We are just going to click no on that, plans the route, pretty short route, 13 minutes and about 4.4 miles.	en		5	
bnIoz-4U3xw_17-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_17-8-rgb_front.npy	2692	117	i3d	asl	Click done that is it we are ready to navigate to subway.	en		5	
bnIoz-4U3xw_2-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_2-8-rgb_front.npy	265	95	i3d	asl	Chapter 7 choosing your destination with points of interest.	en		5	
bnIoz-4U3xw_3-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_3-8-rgb_front.npy	369	207	i3d	asl	This is probably the biggest difference between all GPS systems ya they may have a couple of extra features that another one won't have but the biggest thing is point of interest.	en		5	
bnIoz-4U3xw_4-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_4-8-rgb_front.npy	589	112	i3d	asl	Tomtom and Garmin and other types have the most of points of interest.	en		5	
bnIoz-4U3xw_5-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_5-8-rgb_front.npy	708	152	i3d	asl	What a point of interest is if you are looking for restaurants or a park you simple type that in.	en		5	
bnIoz-4U3xw_6-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_6-8-rgb_front.npy	871	116	i3d	asl	So in this case again the tomtom 1 we are going to do a search of point of interest.	en		5	
bnIoz-4U3xw_7-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_7-8-rgb_front.npy	1000	232	i3d	asl	Simply click the screen once, we are going to go to navigate to, click points of interest.	en		5	
bnIoz-4U3xw_8-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_8-8-rgb_front.npy	1279	261	i3d	asl	Now it is asking if we want a point of interest that is close to us, in the same city, near my home, along our route or any other destination.	en		5	
bnIoz-4U3xw_9-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bnIoz-4U3xw_9-8-rgb_front.npy	1558	56	i3d	asl	So we are going to say a point of interest that is just near us.	en		5	
bo3G_k9XSPY_0-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_0-8-rgb_front.npy	16	115	i3d	asl	Alright, here's an example of how to land a fish on a jig rod.	en		1	
bo3G_k9XSPY_1-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_1-8-rgb_front.npy	130	29	i3d	asl	I've got a fish on.	en		1	
bo3G_k9XSPY_10-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_10-8-rgb_front.npy	1266	41	i3d	asl	Above all, you have to be patient.	en		1	
bo3G_k9XSPY_11-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_11-8-rgb_front.npy	1327	150	i3d	asl	Now when you get that fish up towards the hole, what I like to do is just kneel down a little bit so I can help to guide it up if I need to.	en		1	
bo3G_k9XSPY_12-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_12-8-rgb_front.npy	1530	87	i3d	asl	Even reach my hand down into the hole if I need to.	en		1	
bo3G_k9XSPY_13-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_13-8-rgb_front.npy	1658	69	i3d	asl	And here we've got a nice little large mouth bass.	en		1	
bo3G_k9XSPY_14-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_14-8-rgb_front.npy	1726	129	i3d	asl	Nothing big, but that's, but those basic points still hold true for any, any size fish.	en		1	
bo3G_k9XSPY_15-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_15-8-rgb_front.npy	1853	25	i3d	asl	Be patient.	en		1	
bo3G_k9XSPY_16-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_16-8-rgb_front.npy	1877	103	i3d	asl	Don't allow any slack in the line, and bring it up.	en		1	
bo3G_k9XSPY_17-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_17-8-rgb_front.npy	1980	154	i3d	asl	When the fish wants to take line, let it take line and you'll land more fish.	en		1	
bo3G_k9XSPY_2-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_2-8-rgb_front.npy	159	23	i3d	asl	Not too big.	en		1	
bo3G_k9XSPY_3-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_3-8-rgb_front.npy	188	115	i3d	asl	You can see a little bit of a bend in the rod.	en		1	
bo3G_k9XSPY_4-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_4-8-rgb_front.npy	302	128	i3d	asl	But the most important thing to do when you're landing a fish on a jig rod is, always maintain a straight line.	en		1	
bo3G_k9XSPY_5-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_5-8-rgb_front.npy	518	152	i3d	asl	You don't want any slack in the line because that's going to give that fish an opportunity to get off the hook.	en		1	
bo3G_k9XSPY_6-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_6-8-rgb_front.npy	760	85	i3d	asl	So in, so you always want that slack, you always want that line nice and straight.	en		1	
bo3G_k9XSPY_7-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_7-8-rgb_front.npy	871	55	i3d	asl	You want to keep your rod tip up a bit.	en		1	
bo3G_k9XSPY_8-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_8-8-rgb_front.npy	935	198	i3d	asl	Let the fish, if the fish wants to fight, this one's not, not fighting real well, but if the fish wants to fight and take out line like this, let it go.	en		1	
bo3G_k9XSPY_9-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bo3G_k9XSPY_9-8-rgb_front.npy	1173	94	i3d	asl	Let it take its line, let it tire himself out and be patient.	en		1	
bogUNcjjm8Q_0-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bogUNcjjm8Q_0-8-rgb_front.npy	3	32	i3d	asl	I'm Suzie with Splore.	en		1	
bogUNcjjm8Q_1-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bogUNcjjm8Q_1-8-rgb_front.npy	44	299	i3d	asl	Now that we know a little bit more about adaptive seating and adaptive paddling for people with disabilities while going canoeing, let's talk about ways to make your canoe a little bit more safe and more stabilized.	en		1	
bogUNcjjm8Q_10-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bogUNcjjm8Q_10-8-rgb_front.npy	1814	317	i3d	asl	A lot of times kids will be sitting in a canoe and they'll lean out to the side because they want to splash the water, but they don't always comprehend that shifting the weight and leaning out to the side can very easily tip a canoe.	en		1	
bogUNcjjm8Q_2-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bogUNcjjm8Q_2-8-rgb_front.npy	342	110	i3d	asl	What I have here is what we call canoe stabilizing floats.	en		1	
bogUNcjjm8Q_3-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bogUNcjjm8Q_3-8-rgb_front.npy	459	185	i3d	asl	Basically all it is is an aluminum frame that can adjust its size according to your canoe.	en		1	
bogUNcjjm8Q_4-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bogUNcjjm8Q_4-8-rgb_front.npy	643	72	i3d	asl	It can go wider or shorter.	en		1	
bogUNcjjm8Q_5-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bogUNcjjm8Q_5-8-rgb_front.npy	724	496	i3d	asl	And then on the top here are just foam pads that rest in the water, and they'll help make your canoe a little bit more stabilized, meaning that your canoe, if the weight in the canoe shifts to one side or another, these floats here will help keep your canoe upright.	en		1	
bogUNcjjm8Q_6-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bogUNcjjm8Q_6-8-rgb_front.npy	1236	236	i3d	asl	That's usually the biggest problem with canoeing, whether you're canoeing with friends or kids or people with disabilities is keeping the canoe stabilized.	en		1	
bogUNcjjm8Q_7-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bogUNcjjm8Q_7-8-rgb_front.npy	1493	176	i3d	asl	So this is great to use for somebody that might have poor balance control and their weight might shift in the canoe.	en		1	
bogUNcjjm8Q_8-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bogUNcjjm8Q_8-8-rgb_front.npy	1668	38	i3d	asl	It'll help keep this stabilized.	en		1	
bogUNcjjm8Q_9-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bogUNcjjm8Q_9-8-rgb_front.npy	1714	93	i3d	asl	It's also great for to use if you want to go with your kids.	en		1	
bpyAuV3jNIc_1-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bpyAuV3jNIc_1-8-rgb_front.npy	424	96	i3d	asl	It should really spring back and feel dry.	en		6	
bpyAuV3jNIc_10-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bpyAuV3jNIc_10-8-rgb_front.npy	1972	122	i3d	asl	This is a good treat for the kids, they would all want that top of the cake.	en		6	
bpyAuV3jNIc_2-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bpyAuV3jNIc_2-8-rgb_front.npy	519	414	i3d	asl	Another way to check it is to insert a toothpick in the center of the cake if it comes out with sticky batter then the cake is not finish and then you cake put that in for another 5 minutes and then check it again.	en		6	
bpyAuV3jNIc_3-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bpyAuV3jNIc_3-8-rgb_front.npy	933	83	i3d	asl	Now our cakes are done.	en		6	
bpyAuV3jNIc_4-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bpyAuV3jNIc_4-8-rgb_front.npy	1015	95	i3d	asl	If you have cooling racks place them on the cooling rack.	en		6	
bpyAuV3jNIc_5-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bpyAuV3jNIc_5-8-rgb_front.npy	1250	82	i3d	asl	Now it's time to frost our cakes.	en		6	
bpyAuV3jNIc_6-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bpyAuV3jNIc_6-8-rgb_front.npy	1332	204	i3d	asl	You have to make sure that the cakes are completely cool before you start because if they are even a little warm it is going to melt your frosting and you will just have a mess.	en		6	
bpyAuV3jNIc_7-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bpyAuV3jNIc_7-8-rgb_front.npy	1536	104	i3d	asl	First we want to have a nice hat box shape cake.	en		6	
bpyAuV3jNIc_8-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bpyAuV3jNIc_8-8-rgb_front.npy	1639	176	i3d	asl	We are going to take off this cakes they are a little to round we are going to take off the top.	en		6	
bpyAuV3jNIc_9-8-rgb_front	/path_to_features/how2sign/i3d_features/train/bpyAuV3jNIc_9-8-rgb_front.npy	1814	158	i3d	asl	A shredded knife is the best thing to use for that and we would just nice and horizontally trim off the top of that cake.	en		6	
br-gJiD-YfA_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/br-gJiD-YfA_0-5-rgb_front.npy	9	313	i3d	asl	Okay, we want to talk a little bit about tractor safety and this is a really important issue and a really big issue so we're just going to touch on some key points and then get into more detail later.	en		10	
br-gJiD-YfA_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/br-gJiD-YfA_1-5-rgb_front.npy	321	202	i3d	asl	First thing, we want to talk about some of the equipment that you want to make sure that your tractor has on it.	en		10	
br-gJiD-YfA_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/br-gJiD-YfA_10-5-rgb_front.npy	2372	287	i3d	asl	Now an important note to make there, you should never get off your tractor and do anything with this implement or with the PTO shaft when it's running.	en		10	
br-gJiD-YfA_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/br-gJiD-YfA_11-5-rgb_front.npy	2658	285	i3d	asl	To a degree that shield is an idiot proofing feature, but it's important nonetheless and you want to make sure your tractor is equipped with it.	en		10	
br-gJiD-YfA_12-5-rgb_front	/path_to_features/how2sign/i3d_features/train/br-gJiD-YfA_12-5-rgb_front.npy	2942	233	i3d	asl	Moving forward here, this little device here is a clutch safety switch or starter interlock it's commonly called.	en		10	
br-gJiD-YfA_13-5-rgb_front	/path_to_features/how2sign/i3d_features/train/br-gJiD-YfA_13-5-rgb_front.npy	3174	331	i3d	asl	This little device will, will not allow the starter to engage unless you have the clutch pedal fully depressed.	en		10	
br-gJiD-YfA_14-5-rgb_front	/path_to_features/how2sign/i3d_features/train/br-gJiD-YfA_14-5-rgb_front.npy	3504	455	i3d	asl	And that's important because if this tractor is in gear and a neighbor kid comes up and turns the key on, if it doesn't have this feature the tractor will start, and it's in gear, it will immediately start moving and people get crushed in that manner.	en		10	
br-gJiD-YfA_15-5-rgb_front	/path_to_features/how2sign/i3d_features/train/br-gJiD-YfA_15-5-rgb_front.npy	3958	432	i3d	asl	So you want to make sure your tractor's equipped with that switch and then you want to make sure that you're always in the saddle when you start the tractor with your seatbelt buckled.	en		10	
br-gJiD-YfA_16-5-rgb_front	/path_to_features/how2sign/i3d_features/train/br-gJiD-YfA_16-5-rgb_front.npy	4390	860	i3d	asl	Lastly, with implements it's a big issue, again, but you want to make sure that you're, when you're moving around, when you're transporting with implements raised up, either on your lift or if we had a front end loader on the front of this tractor, you want to move around with those implements as low as possible to avoid an imbalance and, and decrease the likelihood of an overturn.	en		10	
